attendance,away_final_score,away_team,date,elapsed_time,g_id,home_final_score,home_team,start_time,umpire_1B,umpire_2B,umpire_3B,umpire_HP,venue_name,weather,wind,delay
23739,0,oak,2016-07-31,163,201601561,8,cle,1:46 PM,Jerry Layne,Scott Barry,Tripp Gibson III,Hunter Wendelstedt,Progressive Field,"81 degrees, partly cloudy","6 mph, Out to LF",36
21545,1,phi,2016-07-31,163,201601562,2,atl,1:37 PM,Larry Vanover,Nic Lentz,David Rackley,Alfonso Marquez,Turner Field,"88 degrees, partly cloudy","2 mph, L to R",24
32405,2,pit,2016-07-31,184,201601563,4,mil,1:11 PM,Mark Wegner,Mike Muchlinski,Marty Foster,Mike Winters,Miller Park,"75 degrees, partly cloudy","9 mph, In from LF",0
40952,6,sea,2016-07-31,258,201601564,7,chn,7:08 PM,Clint Fagan,Eric Cooper,Lance Barrett,Dan Iassogna,Wrigley Field,"75 degrees, partly cloudy","9 mph, In from RF",0
23666,4,sln,2016-07-31,162,201601565,5,mia,1:10 PM,Vic Carapazza,John Hirschbeck,Bill Welke,D.J. Reyburn,Marlins Park,"78 degrees, roof closed","0 mph, None",0
41795,1,was,2016-07-31,192,201601566,3,sfn,1:05 PM,James Hoye,Marvin Hudson,Chad Fairchild,Jim Joyce,AT&T Park,"64 degrees, partly cloudy","10 mph, Out to CF",0
29601,2,bos,2016-08-01,162,201601567,1,sea,7:10 PM,Dana DeMuth,Ramon De Jesus,Paul Emmel,Mike Estabrook,Safeco Field,"74 degrees, clear","3 mph, Out to RF",0
13976,3,kca,2016-08-01,157,201601568,0,tba,7:10 PM,Carlos Torres,Rob Drake,Sam Holbrook,Gerry Davis,Tropicana Field,"72 degrees, dome","0 mph, None",0
40937,0,mia,2016-08-01,167,201601569,5,chn,7:06 PM,Mike Muchlinski,Marty Foster,Mike Winters,Mark Wegner,Wrigley Field,"77 degrees, partly cloudy","5 mph, R to L",0
24009,3,mil,2016-08-01,226,201601570,7,sdn,7:10 PM,Marvin Hudson,Chad Fairchild,Jim Joyce,James Hoye,Petco Park,"76 degrees, clear","12 mph, Out to RF",0
15018,12,min,2016-08-01,192,201601571,5,cle,7:10 PM,CB Bucknor,Manny Gonzalez,Jim Reynolds,Fieldin Culbreth,Progressive Field,"79 degrees, clear","6 mph, In from CF",0
42125,6,nya,2016-08-01,227,201601572,5,nyn,7:11 PM,Brian Gorman,Nic Lentz,Quinn Wolcott,Mark Carlson,Citi Field,"76 degrees, cloudy","7 mph, In from RF",0
20623,1,tor,2016-08-01,245,201601573,2,hou,7:10 PM,Tony Randazzo,Bill Miller,Todd Tichenor,Ryan Blakney,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
17518,14,was,2016-08-01,203,201601574,1,ari,6:40 PM,Andy Fletcher,Mark Ripperger,Joe West,Kerwin Danley,Chase Field,"81 degrees, roof closed","0 mph, None",0
25240,4,bos,2016-08-02,150,201601575,5,sea,7:10 PM,Ramon De Jesus,Paul Emmel,Mike Estabrook,Dana DeMuth,Safeco Field,"70 degrees, partly cloudy","1 mph, Varies",0
30316,5,cha,2016-08-02,187,201601576,11,det,7:10 PM,Alan Porter,Brian O'Nora,Jeff Kellogg,John Tumpane,Comerica Park,"83 degrees, clear","9 mph, L to R",0
12625,3,kca,2016-08-02,184,201601577,2,tba,7:10 PM,Rob Drake,Sam Holbrook,Gerry Davis,Carlos Torres,Tropicana Field,"72 degrees, dome","0 mph, None",0
32607,3,lan,2016-08-02,208,201601578,7,col,6:41 PM,Jordan Baker,Tim Timmons,Pat Hoberg,Mike Everitt,Coors Field,"86 degrees, overcast","7 mph, Out to CF",38
40419,2,mia,2016-08-02,168,201601579,3,chn,7:07 PM,Marty Foster,Mike Winters,Mark Wegner,Mike Muchlinski,Wrigley Field,"81 degrees, clear","1 mph, Varies",0
26152,3,mil,2016-08-02,180,201601580,2,sdn,7:09 PM,Chad Fairchild,Jim Joyce,James Hoye,Marvin Hudson,Petco Park,"75 degrees, clear","11 mph, L to R",0
15835,10,min,2016-08-02,213,201601581,6,cle,7:10 PM,Manny Gonzalez,Jim Reynolds,Fieldin Culbreth,CB Bucknor,Progressive Field,"82 degrees, clear","14 mph, In from RF",0
42819,1,nya,2016-08-02,159,201601582,7,nyn,7:11 PM,Nic Lentz,Quinn Wolcott,Mark Carlson,Brian Gorman,Citi Field,"75 degrees, partly cloudy","8 mph, R to L",0
36052,4,oak,2016-08-02,165,201601583,5,ana,7:09 PM,Gary Cederstrom,Eric Cooper,Jim Wolf,Chad Whitson,Angel Stadium of Anaheim,"80 degrees, partly cloudy","9 mph, Out to CF",0
20633,5,pit,2016-08-02,200,201601584,3,atl,7:11 PM,Will Little,Ted Barrett,Lance Barksdale,Angel Hernandez,Turner Field,"79 degrees, partly cloudy","6 mph, Out to CF",0
23351,8,sfn,2016-08-02,196,201601585,13,phi,7:07 PM,Lance Barrett,Dan Iassogna,Dale Scott,Bob Davidson,Citizens Bank Park,"79 degrees, cloudy","10 mph, R to L",0
25270,5,sln,2016-08-02,202,201601586,7,cin,7:10 PM,Scott Barry,Adam Hamari,Tom Hallion,Phil Cuzzi,Great American Ball Park,"87 degrees, overcast","6 mph, L to R",0
22230,1,tex,2016-08-02,163,201601587,5,bal,7:07 PM,Stu Scheurwater,Tripp Gibson III,Hunter Wendelstedt,Jerry Layne,Oriole Park at Camden Yards,"81 degrees, partly cloudy","5 mph, In from RF",0
24399,2,tor,2016-08-02,160,201601588,1,hou,7:11 PM,Bill Miller,Todd Tichenor,Ryan Blakney,Tony Randazzo,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
19919,10,was,2016-08-02,198,201601589,4,ari,6:40 PM,Mark Ripperger,Joe West,Kerwin Danley,Andy Fletcher,Chase Field,"79 degrees, roof closed","0 mph, None",0
24494,1,bos,2016-08-03,136,201601590,3,sea,7:11 PM,Paul Emmel,Mike Estabrook,Dana DeMuth,Ramon De Jesus,Safeco Field,"72 degrees, clear","5 mph, L to R",0
32526,1,cha,2016-08-03,155,201601591,2,det,7:10 PM,Brian O'Nora,Jeff Kellogg,John Tumpane,Alan Porter,Comerica Park,"84 degrees, clear","3 mph, In from CF",0
11149,0,kca,2016-08-03,179,201601592,12,tba,7:10 PM,Sam Holbrook,Gerry Davis,Carlos Torres,Rob Drake,Tropicana Field,"72 degrees, dome","0 mph, None",0
28682,2,lan,2016-08-03,151,201601593,12,col,6:40 PM,Tim Timmons,Pat Hoberg,Mike Everitt,Jordan Baker,Coors Field,"92 degrees, cloudy","5 mph, R to L",0
41147,4,mia,2016-08-03,199,201601594,4,chn,1:20 PM,Mike Winters,Mark Wegner,Mike Muchlinski,Marty Foster,Wrigley Field,"88 degrees, sunny","15 mph, In from RF",0
24124,3,mil,2016-08-03,182,201601595,12,sdn,12:43 PM,Jim Joyce,James Hoye,Marvin Hudson,Chad Fairchild,Petco Park,"82 degrees, sunny","7 mph, Out to RF",0
17176,13,min,2016-08-03,203,201601596,5,cle,7:10 PM,Jim Reynolds,Fieldin Culbreth,CB Bucknor,Manny Gonzalez,Progressive Field,"82 degrees, clear","17 mph, In from RF",0
48339,5,nyn,2016-08-03,182,201601597,9,nya,7:08 PM,Quinn Wolcott,Mark Carlson,Brian Gorman,Nic Lentz,Yankee Stadium,"77 degrees, clear","14 mph, R to L",0
37306,6,oak,2016-08-03,195,201601598,8,ana,7:08 PM,Eric Cooper,Jim Wolf,Chad Whitson,Gary Cederstrom,Angel Stadium of Anaheim,"77 degrees, clear","8 mph, Out to LF",0
19281,4,pit,2016-08-03,205,201601599,8,atl,7:11 PM,Ted Barrett,Lance Barksdale,Angel Hernandez,Will Little,Turner Field,"87 degrees, partly cloudy","12 mph, L to R",0
23162,4,sfn,2016-08-03,243,201601600,5,phi,7:07 PM,Dan Iassogna,Dale Scott,Bob Davidson,Lance Barrett,Citizens Bank Park,"79 degrees, partly cloudy","10 mph, R to L",0
20771,5,sln,2016-08-03,179,201601601,4,cin,7:10 PM,Adam Hamari,Tom Hallion,Phil Cuzzi,Scott Barry,Great American Ball Park,"85 degrees, cloudy","3 mph, L to R",0
24552,2,tex,2016-08-03,146,201601602,3,bal,7:07 PM,Tripp Gibson III,Hunter Wendelstedt,Jerry Layne,Stu Scheurwater,Oriole Park at Camden Yards,"78 degrees, clear","4 mph, R to L",0
29399,3,tor,2016-08-03,151,201601603,1,hou,7:11 PM,Todd Tichenor,Ryan Blakney,Tony Randazzo,Bill Miller,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
17086,8,was,2016-08-03,179,201601604,3,ari,12:40 PM,Joe West,Kerwin Danley,Andy Fletcher,Mark Ripperger,Chase Field,"76 degrees, roof closed","0 mph, None",0
33369,3,bos,2016-08-04,227,201601605,2,sea,7:10 PM,Mike Estabrook,Dana DeMuth,Ramon De Jesus,Paul Emmel,Safeco Field,"76 degrees, clear","2 mph, Out to RF",0
33023,6,cha,2016-08-04,170,201601606,3,det,1:10 PM,Jeff Kellogg,John Tumpane,Alan Porter,Brian O'Nora,Comerica Park,"89 degrees, partly cloudy","8 mph, In from CF",0
13120,2,kca,2016-08-04,162,201601607,3,tba,12:11 PM,Gerry Davis,Carlos Torres,Rob Drake,Sam Holbrook,Tropicana Field,"72 degrees, dome","0 mph, None",0
31117,4,lan,2016-08-04,188,201601608,2,col,6:41 PM,Pat Hoberg,Mike Everitt,Jordan Baker,Tim Timmons,Coors Field,"69 degrees, overcast","6 mph, L to R",0
19193,2,min,2016-08-04,196,201601609,9,cle,12:10 PM,Fieldin Culbreth,Toby Basner,Manny Gonzalez,Jim Reynolds,Progressive Field,"85 degrees, partly cloudy","7 mph, Out to LF",0
48153,4,nyn,2016-08-04,166,201601610,1,nya,7:08 PM,Mark Carlson,Brian Gorman,Nic Lentz,Quinn Wolcott,Yankee Stadium,"77 degrees, clear","7 mph, R to L",0
34196,8,oak,2016-08-04,234,201601611,6,ana,4:07 PM,Jim Wolf,Chad Whitson,Gary Cederstrom,Eric Cooper,Angel Stadium of Anaheim,"83 degrees, sunny","8 mph, R to L",0
20527,2,pit,2016-08-04,175,201601612,5,atl,8:26 PM,Lance Barksdale,Angel Hernandez,Will Little,Ted Barrett,Turner Field,"77 degrees, overcast","8 mph, L to R",76
30229,3,sfn,2016-08-04,210,201601613,2,phi,1:08 PM,Dale Scott,Bob Davidson,Lance Barrett,Dan Iassogna,Citizens Bank Park,"83 degrees, partly cloudy","6 mph, Out to RF",0
21119,0,sln,2016-08-04,153,201601614,7,cin,12:37 PM,Tom Hallion,Phil Cuzzi,Scott Barry,Adam Hamari,Great American Ball Park,"87 degrees, partly cloudy","1 mph, Varies",0
28762,5,tex,2016-08-04,146,201601615,3,bal,7:07 PM,Hunter Wendelstedt,Jerry Layne,Stu Scheurwater,Tripp Gibson III,Oriole Park at Camden Yards,"80 degrees, partly cloudy","3 mph, L to R",0
23190,4,tor,2016-08-04,161,201601616,1,hou,7:10 PM,Ryan Blakney,Tony Randazzo,Bill Miller,Todd Tichenor,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
40354,4,ana,2016-08-05,172,201601617,6,sea,7:10 PM,James Hoye,Gabe Morales,Marvin Hudson,Jim Joyce,Safeco Field,"74 degrees, clear","1 mph, Varies",0
42421,0,atl,2016-08-05,148,201601618,1,sln,7:16 PM,Jerry Layne,Stu Scheurwater,Tripp Gibson III,Hunter Wendelstedt,Busch Stadium,"83 degrees, cloudy","4 mph, L to R",0
26553,7,bal,2016-08-05,199,201601619,5,cha,7:11 PM,Mark Wegner,Mike Muchlinski,Marty Foster,Mike Winters,U.S. Cellular Field,"87 degrees, partly cloudy","8 mph, L to R",0
52728,9,bos,2016-08-05,169,201601620,0,lan,7:11 PM,Chad Whitson,Gary Cederstrom,Eric Cooper,Jim Wolf,Dodger Stadium,"72 degrees, clear","7 mph, L to R",0
25182,7,chn,2016-08-05,176,201601621,2,oak,7:09 PM,Dana DeMuth,Ramon De Jesus,Paul Emmel,Mike Estabrook,Oakland Coliseum,"59 degrees, clear","11 mph, Out to RF",0
28882,2,cin,2016-08-05,184,201601622,3,pit,7:07 PM,Toby Basner,Manny Gonzalez,Jim Reynolds,Fieldin Culbreth,PNC Park,"84 degrees, partly cloudy","6 mph, Out to CF",0
39252,7,cle,2016-08-05,219,201601623,13,nya,7:08 PM,Bob Davidson,Lance Barrett,Dan Iassogna,Dale Scott,Yankee Stadium,"78 degrees, partly cloudy","15 mph, R to L",0
27888,5,mia,2016-08-05,204,201601624,3,col,6:40 PM,Clint Fagan,Andy Fletcher,Mark Ripperger,Joe West,Coors Field,"70 degrees, cloudy","9 mph, In from LF",0
20008,2,mil,2016-08-05,234,201601625,3,ari,6:40 PM,John Tumpane,Chris Segal,Brian O'Nora,Jeff Kellogg,Chase Field,"78 degrees, roof closed","0 mph, None",0
12161,6,min,2016-08-05,177,201601626,2,tba,7:10 PM,Phil Cuzzi,Scott Barry,Adam Hamari,Tom Hallion,Tropicana Field,"72 degrees, dome","0 mph, None",0
33032,3,nyn,2016-08-05,175,201601627,4,det,7:10 PM,Tony Randazzo,Bill Miller,Todd Tichenor,Ryan Blakney,Comerica Park,"84 degrees, partly cloudy","5 mph, Out to LF",0
27521,5,phi,2016-08-05,175,201601628,4,sdn,7:40 PM,Mike Everitt,Jordan Baker,Tim Timmons,Pat Hoberg,Petco Park,"72 degrees, partly cloudy","12 mph, Out to RF",0
34036,1,sfn,2016-08-05,146,201601629,5,was,7:05 PM,Carlos Torres,Rob Drake,Sam Holbrook,Gerry Davis,Nationals Park,"80 degrees, partly cloudy","10 mph, Out to LF",0
32820,0,tex,2016-08-05,134,201601630,5,hou,7:10 PM,Alan Porter,Will Little,Ted Barrett,Lance Barksdale,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
31831,4,tor,2016-08-05,160,201601631,3,kca,7:15 PM,Brian Gorman,Nic Lentz,Quinn Wolcott,Mark Carlson,Kauffman Stadium,"78 degrees, cloudy","6 mph, L to R",0
45618,6,ana,2016-08-06,181,201601632,8,sea,6:41 PM,Gabe Morales,Marvin Hudson,Jim Joyce,James Hoye,Safeco Field,"70 degrees, partly cloudy","2 mph, L to R",0
45468,13,atl,2016-08-06,201,201601633,5,sln,6:15 PM,Stu Scheurwater,Tripp Gibson III,Hunter Wendelstedt,Jerry Layne,Busch Stadium,"84 degrees, partly cloudy","9 mph, L to R",0
28491,2,bal,2016-08-06,176,201601634,4,cha,6:10 PM,Mike Muchlinski,Marty Foster,Mike Winters,Mark Wegner,U.S. Cellular Field,"82 degrees, clear","9 mph, Out to RF",0
47696,0,bos,2016-08-06,174,201601635,3,lan,1:05 PM,Gary Cederstrom,Eric Cooper,Jim Wolf,Chad Whitson,Dodger Stadium,"79 degrees, sunny","4 mph, Out to RF",0
32358,4,chn,2016-08-06,176,201601636,0,oak,1:07 PM,Ramon De Jesus,Paul Emmel,Mike Estabrook,Dana DeMuth,Oakland Coliseum,"63 degrees, cloudy","6 mph, Out to RF",0
34259,3,cin,2016-08-06,158,201601637,5,pit,7:06 PM,Manny Gonzalez,Jim Reynolds,Fieldin Culbreth,Toby Basner,PNC Park,"81 degrees, partly cloudy","10 mph, Out to CF",0
37264,5,cle,2016-08-06,179,201601638,2,nya,1:08 PM,Lance Barrett,Dan Iassogna,Dale Scott,Bob Davidson,Yankee Stadium,"84 degrees, overcast","10 mph, Out to LF",0
37699,6,mia,2016-08-06,205,201601639,12,col,6:10 PM,Andy Fletcher,Mark Ripperger,Joe West,Clint Fagan,Coors Field,"80 degrees, partly cloudy","4 mph, In from CF",0
29370,15,mil,2016-08-06,240,201601640,6,ari,5:10 PM,Chris Segal,Brian O'Nora,Jeff Kellogg,John Tumpane,Chase Field,"79 degrees, roof closed","0 mph, None",0
15603,3,min,2016-08-06,189,201601641,7,tba,6:10 PM,Scott Barry,Adam Hamari,Tom Hallion,Phil Cuzzi,Tropicana Field,"72 degrees, dome","0 mph, None",0
41053,5,nyn,2016-08-06,199,201601642,6,det,7:10 PM,Bill Miller,Todd Tichenor,Ryan Blakney,Tony Randazzo,Comerica Park,"80 degrees, partly cloudy","7 mph, R to L",0
37453,7,phi,2016-08-06,197,201601643,9,sdn,5:45 PM,Jordan Baker,Tim Timmons,Pat Hoberg,Mike Everitt,Petco Park,"76 degrees, partly cloudy","10 mph, L to R",0
36404,7,sfn,2016-08-06,209,201601644,1,was,7:06 PM,Rob Drake,Sam Holbrook,Gerry Davis,Carlos Torres,Nationals Park,"84 degrees, partly cloudy","10 mph, Out to RF",0
42272,3,tex,2016-08-06,187,201601645,2,hou,6:09 PM,Will Little,Ted Barrett,Lance Barksdale,Alan Porter,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
35986,2,tor,2016-08-06,156,201601646,4,kca,6:14 PM,Nic Lentz,Quinn Wolcott,Mark Carlson,Brian Gorman,Kauffman Stadium,"81 degrees, partly cloudy","9 mph, In from RF",0
44812,1,ana,2016-08-07,151,201601647,3,sea,1:10 PM,Marvin Hudson,Jim Joyce,James Hoye,Gabe Morales,Safeco Field,"65 degrees, cloudy","1 mph, Out to CF",0
42960,6,atl,2016-08-07,177,201601648,3,sln,1:16 PM,Tripp Gibson III,Hunter Wendelstedt,Jerry Layne,Stu Scheurwater,Busch Stadium,"84 degrees, partly cloudy","2 mph, R to L",0
31040,10,bal,2016-08-07,173,201601649,2,cha,1:10 PM,Marty Foster,Mike Winters,Mark Wegner,Mike Muchlinski,U.S. Cellular Field,"79 degrees, cloudy","3 mph, In from RF",0
50640,5,bos,2016-08-07,203,201601650,8,lan,4:10 PM,Eric Cooper,Jim Wolf,Chad Whitson,Gary Cederstrom,Dodger Stadium,"79 degrees, sunny","7 mph, Out to RF",0
23450,3,chn,2016-08-07,173,201601651,1,oak,1:06 PM,Paul Emmel,Mike Estabrook,Dana DeMuth,Ramon De Jesus,Oakland Coliseum,"63 degrees, sunny","4 mph, Out to RF",0
32947,7,cin,2016-08-07,197,201601652,3,pit,1:35 PM,Jim Reynolds,Fieldin Culbreth,Toby Basner,Manny Gonzalez,PNC Park,"81 degrees, partly cloudy","4 mph, In from RF",0
39720,2,cle,2016-08-07,175,201601653,3,nya,1:09 PM,Dan Iassogna,Dale Scott,Bob Davidson,Lance Barrett,Yankee Stadium,"85 degrees, sunny","6 mph, Out to LF",0
40875,10,mia,2016-08-07,209,201601654,7,col,2:11 PM,Mark Ripperger,Joe West,Clint Fagan,Andy Fletcher,Coors Field,"82 degrees, sunny","5 mph, L to R",0
24021,3,mil,2016-08-07,211,201601655,9,ari,1:11 PM,Brian O'Nora,Jeff Kellogg,John Tumpane,Chris Segal,Chase Field,"77 degrees, roof closed","0 mph, None",0
12649,6,min,2016-08-07,209,201601656,3,tba,1:10 PM,Adam Hamari,Tom Hallion,Phil Cuzzi,Scott Barry,Tropicana Field,"72 degrees, dome","0 mph, None",0
32074,3,nyn,2016-08-07,170,201601657,1,det,1:10 PM,Todd Tichenor,Ryan Blakney,Tony Randazzo,Bill Miller,Comerica Park,"80 degrees, sunny","7 mph, R to L",0
32710,6,phi,2016-08-07,193,201601658,5,sdn,1:41 PM,Tim Timmons,Pat Hoberg,Mike Everitt,Jordan Baker,Petco Park,"75 degrees, sunny","8 mph, L to R",0
32790,0,sfn,2016-08-07,163,201601659,1,was,1:39 PM,Sam Holbrook,Gerry Davis,Carlos Torres,Rob Drake,Nationals Park,"87 degrees, sunny","5 mph, L to R",0
33909,5,tex,2016-08-07,237,201601660,3,hou,1:11 PM,Ted Barrett,Lance Barksdale,Alan Porter,Will Little,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
25830,1,tor,2016-08-07,159,201601661,7,kca,1:16 PM,Quinn Wolcott,Mark Carlson,Brian Gorman,Nic Lentz,Kauffman Stadium,"71 degrees, overcast","10 mph, In from RF",0
20976,4,atl,2016-08-08,211,201601662,3,mil,6:20 PM,Kerwin Danley,Paul Nauert,Andy Fletcher,Mark Ripperger,Miller Park,"80 degrees, clear","11 mph, In from CF",0
10407,2,bal,2016-08-08,149,201601663,3,oak,7:07 PM,Jim Joyce,Chad Fairchild,Gabe Morales,Marvin Hudson,Oakland Coliseum,"61 degrees, clear","14 mph, Out to RF",0
40616,4,cin,2016-08-08,190,201601664,5,sln,7:14 PM,Lance Barksdale,Angel Hernandez,Will Little,Ted Barrett,Busch Stadium,"83 degrees, partly cloudy","7 mph, L to R",0
20002,0,det,2016-08-08,150,201601665,3,sea,7:10 PM,Adrian Johnson,Chad Whitson,Gary Cederstrom,Eric Cooper,Safeco Field,"70 degrees, cloudy","4 mph, Out to CF",0
20978,1,hou,2016-08-08,138,201601666,3,min,7:10 PM,Chris Guccione,Mark Wegner,Mike Muchlinski,Marty Foster,Target Field,"80 degrees, partly cloudy","11 mph, R to L",0
48370,4,phi,2016-08-08,170,201601667,9,lan,7:10 PM,Jeff Kellogg,John Tumpane,Alan Porter,Brian O'Nora,Dodger Stadium,"74 degrees, clear","5 mph, Out to RF",0
22806,8,sfn,2016-08-08,334,201601668,7,mia,7:11 PM,Laz Diaz,Cory Blaser,Jeff Nelson,Doug Eddings,Marlins Park,"76 degrees, roof closed","0 mph, None",0
43812,5,tba,2016-08-08,193,201601669,7,tor,7:08 PM,David Rackley,Clint Fagan,Alfonso Marquez,Larry Vanover,Rogers Centre,"79 degrees, clear","5 mph, Out to RF",0
31768,4,tex,2016-08-08,184,201601670,3,col,6:40 PM,Mike Estabrook,Greg Gibson,Carlos Torres,Paul Emmel,Coors Field,"88 degrees, cloudy","5 mph, Out to RF",0
41227,1,ana,2016-08-09,142,201601671,5,chn,7:06 PM,Hunter Wendelstedt,Jerry Layne,Stu Scheurwater,Tripp Gibson III,Wrigley Field,"82 degrees, cloudy","3 mph, R to L",0
31884,5,ari,2016-08-09,184,201601672,3,nyn,7:10 PM,John Hirschbeck,Bill Welke,D.J. Reyburn,Vic Carapazza,Citi Field,"83 degrees, cloudy","11 mph, Out to LF",0
20048,2,atl,2016-08-09,173,201601673,1,mil,7:10 PM,Paul Nauert,Andy Fletcher,Mark Ripperger,Kerwin Danley,Miller Park,"84 degrees, partly cloudy","13 mph, In from CF",0
13573,1,bal,2016-08-09,145,201601674,2,oak,7:07 PM,Chad Fairchild,Gabe Morales,Marvin Hudson,Jim Joyce,Oakland Coliseum,"64 degrees, clear","11 mph, Out to RF",0
27134,7,cha,2016-08-09,185,201601675,5,kca,7:16 PM,Pat Hoberg,Mike Everitt,Jordan Baker,Tim Timmons,Kauffman Stadium,"88 degrees, partly cloudy","6 mph, In from RF",0
40113,7,cin,2016-08-09,177,201601676,4,sln,7:15 PM,Angel Hernandez,Will Little,Ted Barrett,Lance Barksdale,Busch Stadium,"88 degrees, clear","5 mph, In from RF",0
30978,3,cle,2016-08-09,175,201601677,1,was,7:05 PM,Ryan Blakney,Ron Kulpa,Chris Conroy,Jerry Meals,Nationals Park,"79 degrees, overcast","3 mph, Out to LF",0
19713,5,det,2016-08-09,291,201601678,6,sea,7:10 PM,Chad Whitson,Gary Cederstrom,Eric Cooper,Adrian Johnson,Safeco Field,"70 degrees, cloudy","1 mph, Varies",0
22261,7,hou,2016-08-09,184,201601679,5,min,7:10 PM,Mark Wegner,Mike Muchlinski,Marty Foster,Chris Guccione,Target Field,"85 degrees, partly cloudy","7 mph, R to L",0
38089,3,nya,2016-08-09,193,201601680,5,bos,7:10 PM,Brian Knight,Tony Randazzo,Bill Miller,Todd Tichenor,Fenway Park,"75 degrees, partly cloudy","17 mph, R to L",0
42859,3,phi,2016-08-09,197,201601681,9,lan,7:09 PM,John Tumpane,Alan Porter,Brian O'Nora,Jeff Kellogg,Dodger Stadium,"75 degrees, clear","8 mph, L to R",0
30269,4,sdn,2016-08-09,194,201601682,6,pit,7:41 PM,Tom Hallion,Phil Cuzzi,Scott Barry,Adam Hamari,PNC Park,"86 degrees, cloudy","5 mph, In from CF",36
19636,0,sfn,2016-08-09,178,201601683,2,mia,7:11 PM,Cory Blaser,Jeff Nelson,Doug Eddings,Laz Diaz,Marlins Park,"78 degrees, roof closed","0 mph, None",0
43134,9,tba,2016-08-09,176,201601684,2,tor,7:07 PM,Clint Fagan,Alfonso Marquez,Larry Vanover,David Rackley,Rogers Centre,"77 degrees, cloudy","6 mph, Out to LF",0
27671,7,tex,2016-08-09,194,201601685,5,col,1:10 PM,Greg Gibson,Carlos Torres,Paul Emmel,Mike Estabrook,Coors Field,"91 degrees, sunny","5 mph, Out to CF",0
41015,1,ana,2016-08-10,170,201601686,3,chn,7:05 PM,Jerry Layne,Stu Scheurwater,Tripp Gibson III,Hunter Wendelstedt,Wrigley Field,"84 degrees, clear","5 mph, In from RF",0
31277,3,ari,2016-08-10,243,201601687,2,nyn,7:30 PM,Bill Welke,D.J. Reyburn,Vic Carapazza,John Hirschbeck,Citi Field,"84 degrees, cloudy","5 mph, Out to LF",30
20035,3,atl,2016-08-10,170,201601688,4,mil,7:10 PM,Andy Fletcher,Mark Ripperger,Kerwin Danley,Paul Nauert,Miller Park,"88 degrees, clear","14 mph, In from CF",0
13481,0,bal,2016-08-10,144,201601689,1,oak,7:07 PM,Gabe Morales,Marvin Hudson,Jim Joyce,Chad Fairchild,Oakland Coliseum,"61 degrees, clear","14 mph, Out to RF",0
25188,2,cha,2016-08-10,274,201601690,3,kca,7:17 PM,Mike Everitt,Jordan Baker,Tim Timmons,Pat Hoberg,Kauffman Stadium,"91 degrees, partly cloudy","11 mph, R to L",0
40019,2,cin,2016-08-10,162,201601691,3,sln,6:15 PM,Will Little,Ted Barrett,Lance Barksdale,Angel Hernandez,Busch Stadium,"92 degrees, partly cloudy","8 mph, Out to LF",0
30185,4,cle,2016-08-10,172,201601692,7,was,4:07 PM,Ron Kulpa,Chris Conroy,Jerry Meals,Ryan Blakney,Nationals Park,"91 degrees, cloudy","11 mph, R to L",0
29866,4,col,2016-08-10,207,201601693,5,tex,7:07 PM,Carlos Torres,Paul Emmel,Mike Estabrook,Greg Gibson,Globe Life Park in Arlington,"99 degrees, partly cloudy","11 mph, In from CF",0
28742,1,det,2016-08-10,186,201601694,3,sea,7:10 PM,Gary Cederstrom,Eric Cooper,Adrian Johnson,Chad Whitson,Safeco Field,"73 degrees, partly cloudy","6 mph, Out to RF",0
37779,9,nya,2016-08-10,255,201601695,4,bos,7:10 PM,Tony Randazzo,Bill Miller,Todd Tichenor,Brian Knight,Fenway Park,"79 degrees, cloudy","12 mph, Out to LF",0
41098,6,phi,2016-08-10,197,201601696,2,lan,12:10 PM,Alan Porter,Brian O'Nora,Jeff Kellogg,John Tumpane,Dodger Stadium,"81 degrees, sunny","7 mph, L to R",0
29623,4,sdn,2016-08-10,177,201601697,0,pit,7:07 PM,Phil Cuzzi,Scott Barry,Adam Hamari,Tom Hallion,PNC Park,"81 degrees, cloudy","3 mph, Out to LF",0
